name,industry,category,country,city,address,website,phone,email,description,logoUrl,imageUrl,products,certifications,moq,rating,reviewCount,sourceUrl,images
Polycab India Limited,Electrotechnical & Cabling,Cables & Electrical,India,Halol,,https://polycab.com/,,,"Polycab India Limited describes itself as India's largest manufacturer of wires and cables, with 28 manufacturing facilities (including two JVs) across Gujarat, Maharashtra, Uttarakhand and Daman and Diu, and about 26% wires-and-cables market share. Registered office is Unit 4, Plot No. 105, Halol Vadodara Road, Village Nurpura, Taluka Halol, Panchmahal, Gujarat 389350; corporate office is The Ruby, Dadar West, Mumbai. About-us states manufacturing QMS certifications ISO 9001, ISO 14001 and OHSAS 18001, a NABL- and UL-accredited central lab in Halol, and product certifications including BIS, BASEC, UL and IEC. An ISO 9001:2015 certificate on the company CMS covers design/manufacture of conductors, wires and cables at Halol and Daman locations (valid 10.08.2024-09.08.2027, cert. 44 100 24395341).",https://cms.polycab.com/media/ba3nqfh5/aboutus_web-banner_new.jpg,/images/suppliers/phase1/cables-electrical/polycab-1.jpg,"Wires and cables (PVC, XLPE, ZHFR, elastomeric, EHV/HV/MV/LT power cables)|Control and instrumentation cables; railway signalling and telecom cables|ABC cable and conductors|FMEG (fans, switches, switchgear, luminaires, conduits) — adjacent to core cable manufacturing","ISO 9001:2015 (TUV cert. 44 100 24395341; valid to 09.08.2027)|ISO 14001 and OHSAS 18001 (stated on about-us)|BIS (Bureau of Indian Standards)|BASEC, UL, IEC (product certifications stated on about-us); NABL and UL lab accreditation at Halol",,,,https://polycab.com/about-us,/images/suppliers/phase1/cables-electrical/polycab-1.jpg|/images/suppliers/phase1/cables-electrical/polycab-2.jpg
R R Kabel Limited,Electrotechnical & Cabling,Cables & Electrical,India,Silvassa,,https://www.rrkabel.com/,,,"R R Kabel Limited is an Indian wires and cables manufacturer with dedicated W&C plants at Survey No. 142/2, Madhuban Dam Road, Silvassa 396240 (D&NH) and Survey No. 201-203 & 327/3, Village Waghodia, Vadodara, Gujarat 391760; other listed sites (Bengaluru, Roorkee, Gagret) are described in the FY2024-25 annual report as FMEG plants. The Wires & Cables segment covers housewires, industrial wires, power cables and special cables, with stated capability up to 66 kV. The company calls itself India's leading exporter of wires and cables; a Q3 FY24 earnings transcript hosted on rrkabel.com states an export footprint of 67 countries. Product certification pages list ISI/BIS standards (IS 694, IS 1554-1, IS 7098-1 & 2, IS 17048) plus BASEC, VDE, UL, CSA and TUV (EN 50618 solar).",https://www.rrkabel.com/wp-content/uploads/2024/04/factories-banner.jpg,/images/suppliers/phase1/cables-electrical/rr-kabel-1.jpg,"Housewires (IS 694)|Industrial wires|LT/HT power cables (up to 66 kV, company-stated)|Special cables including solar (EN 50618 / TUV)","ISO 9001, ISO 14001, ISO 45001 (stated in FY2024-25 annual report)|BIS / ISI: IS 694, IS 7098-1 & 2, IS 1554-1, IS 17048, IS 9857, IS 1293|BASEC (UK): BS EN 50525-2-11/2-31/3-41, BS 5467, BS 6231, BS 6004|UL and CSA (appliance wiring materials); TUV EN 50618 solar; VDE DIN VDE 0281-3/5",,,,https://www.rrkabel.com/factories/,/images/suppliers/phase1/cables-electrical/rr-kabel-1.jpg|/images/suppliers/phase1/cables-electrical/rr-kabel-2.jpg
"Jiangsu Yuhui Cable Co., Ltd.",Electrotechnical & Cabling,Cables & Electrical,China,Wuxi,,https://yuhuicable.en.made-in-china.com/,,,"Made-in-China lists Jiangsu Yuhui Cable Co., Ltd. as a Manufacturer/Factory & Trading Company in Wuxi, Jiangsu, established 2006-05-25, with 60 employees and plant area 26,928 m2 (SGS-verified fields on the company overview). The company manufactures 0.6/1kV-26/35kV power cable, control cable, aerial insulated cable, fire-resistant cable, aluminum alloy cable, photovoltaic cable and energy storage cable, plus a subsidiary for cable accessories up to 220 kV. Management-system certifications shown are ISO9001:2015, ISO14001 and ISO45001:2018; product certification CCC; also claimed National Industrial Production License and type-test reports at 1 kV through 220 kV. Listed main export region is Southeast Asia/Mideast; MOQ 100 meters; 9 production lines.",https://image.made-in-china.com/214f0j00IMrGUvpyOPgW/Jiangsu-Yuhui-Cable-Co-Ltd-.webp,/images/suppliers/phase1/cables-electrical/jiangsu-yuhui-1.jpg,"PVC/XLPE insulated PVC-sheathed power cable (Cu and Al)|Control cable and fire-protective/LSZH cable|Aerial insulated, photovoltaic and energy storage cable|66-220 kV cable accessories (subsidiary)",ISO 9001:2015|ISO 14001|ISO 45001:2018|CCC,100 meters (Made-in-China company overview),,,https://yuhuicable.en.made-in-china.com/company-MBdQJbWUHKkp/Jiangsu-Yuhui-Cable-Co-Ltd.html,/images/suppliers/phase1/cables-electrical/jiangsu-yuhui-1.jpg|/images/suppliers/phase1/cables-electrical/jiangsu-yuhui-2.jpg
"Shanghai Shenghua Cable (Group) Co., Ltd.",Electrotechnical & Cabling,Cables & Electrical,China,Shanghai,,https://www.shenghuacablegroup.com/,,,"Shanghai Shenghua Cable Group, founded in 1997, is a large Chinese wire and cable manufacturer headquartered at No. 7577 Hunan Road, Pudong New District, Shanghai; a factory address is given as No. 188 Yuanzhong Road, Nanhui Industry Park, Shanghai. About pages state multiple manufacturing bases (Shanghai, Jiangsu, Anhui, Henan, Heilongjiang, Ningxia and others) producing 110 kV and below power cable, control cable, fireproof/mining/locomotive/rail/photovoltaic/marine/nuclear cables and building wire under brands including SHANCABLE and Xin Xin. Group pages claim ISO 9001:2015, ISO 14001, ISO 45001:2018, CCC/3C, CCS ship inspection, MA coal-safety, CE and KEMA, and exports to more than 60 countries (export share stated as 70-80% on shanpowercable.com). Listed as Manufacturer on the company profile, with OEM/ODM cable supply.",https://www.shanpowercable.com/photo/cl19658438-shanghai_shenghua_cable_group_co_ltd.jpg,/images/suppliers/phase1/cables-electrical/shenghua-2.jpg,"XLPE insulated LV/MV power cable (up to 110 kV stated)|PVC insulated cable and building/electrical wire (H05V-K / H07V-K)|Armoured, LSZH, fire-resistant and control/instrument cable|Aerial bundled, rubber, PV and special cables",ISO 9001:2015|ISO 14001 (page text also cites ISO14001:2005)|ISO 45001:2018|CCC / 3C; CCS (ship); MA (coal safety); CE; KEMA (claimed),Flexible MOQ (stated on shenghuacablegroup.com; no numeric MOQ published on the pages reviewed),,,https://www.shanpowercable.com/aboutus.html,/images/suppliers/phase1/cables-electrical/shenghua-2.jpg
"XWA Power & Cable Co., Ltd.",Electrotechnical & Cabling,Cables & Electrical,China,Xiangcheng,,https://www.xwacable.com/,,,"XWA Power & Cable Co., Ltd. states it is a direct cable (and transformer) manufacturer founded in 2007 in the 6th Industrial Park, Xiangcheng, Henan, China, with a 33,000 m2 factory, 20+ production lines and 300-600 employees. Product scope covers LV, MV and HV power cables (0.6 kV up to 500 kV stated), overhead conductors (AAC/AAAC/ACSR), ABC, control, rubber and submarine cables to IEC 60227/60502/60840 and other standards. The company publishes ISO 9001, ISO 14001, ISO 45001, CCC and CE (C143436 LVD/EMC) certificate images, exports to 60+ countries, and states trial orders as low as 200 meters. FAQ text explicitly says it is not a trading company and welcomes SGS/BV/TUV/Intertek audits.",https://www.xwacable.com/wp-content/uploads/2026/04/XWA-Chinese-Cable-Factory-1024x576.webp,/images/suppliers/phase1/cables-electrical/xwa-1.jpg,"LV / MV / HV power cable (XLPE, PVC, PE, LSZH; armoured/unarmoured)|Overhead conductors (AAC, AAAC, ACSR) and ABC cable|Control cable and rubber cable|Submarine / HVDC cable (listed on product range)",ISO 9001|ISO 14001|ISO 45001|CCC|CE C143436 LVD/EMC,Trial orders as low as 200 meters (company factory page); bulk/project MOQ depends on construction,,,https://www.xwacable.com/our-factory/,/images/suppliers/phase1/cables-electrical/xwa-1.jpg|/images/suppliers/phase1/cables-electrical/xwa-2.jpg
"Henan Huadong Cable Co., Ltd.",Electrotechnical & Cabling,Cables & Electrical,China,Jiaozuo,,https://huadongcablegroup.com/,,,"Henan Huadong Cable Co., Ltd. (Huadong Cable Group) is a joint-stock cable manufacturer founded in 1999 (Made-in-China also lists establishment 2005-06-28 / 257 employees). Factory is on the north side of Yunxiang Road West Section, Economic & Technological Development Zone, Xiuwu County, Jiaozuo, Henan; sales office Floor 6, Building 5B, No. 80 Jinshui East Road, Zhengdong New District, Zhengzhou. Company site states about 150,000 m2 factory area, about 400 employees, and exports to 130+ countries. Products: 0.6-35 kV power cables, ABC, AAC/AAAC/ACSR, control, welding, rubber and mining cables to GB/IEC/BS/ASTM/DIN and others. Made-in-China lists ISO14001, ISO9001:2015, ISO45001:2018, CCC and CE, MOQ 100 m, annual export revenue USD 12,266,352.",https://huadongcablegroup.com/wp-content/uploads/2023/11/Power-Cable-1.png,/images/suppliers/phase1/cables-electrical/huadong-1.jpg,"0.6-35 kV power / armoured cable|Overhead ABC and bare conductors (AAC, AAAC, ACSR)|Control and instrument cable|Rubber, welding and mining cable",ISO 9001:2015|ISO 14001|ISO 45001:2018|CCC|CE,100 m (Made-in-China introduce page),,,https://www.madeinchina.com/supplier/huadongcable/introduce/,/images/suppliers/phase1/cables-electrical/huadong-1.jpg|/images/suppliers/phase1/cables-electrical/huadong-2.jpg
"Shandong New Luxing Cable Co., Ltd.",Electrotechnical & Cabling,Cables & Electrical,China,Jinan,,https://www.luxingcable.com/,,,"Shandong New Luxing Cable Co., Ltd. states it was established in 1999, with headquarters at Room D901, Binhe Business Center, Tianqiao District, Jinan, Shandong, and a factory in Linyi Economic Development Zone (company-introduce). Product pages also claim three production bases in Tengzhou, Dezhou and Wuxi and 700+ employees, which is higher than the 150 employees on the company-introduce page. The factory manufactures 300/500V and 450/750V building wire, 0.6/1 kV PVC/XLPE power cable, 1.8/3 kV-26/35 kV power cable, armoured, control/instrument, ABC, rubber cable and AAC/AAAC/ACSR conductors. Company-introduce says production follows ISO 9001; product pages additionally claim CE, CCC, IEC, BS, EN and VDE. Named export regions include South America, East Asia, Africa, Southeast Asia and Europe, plus supply to State Grid Corporation of China.",https://www.luxingcable.com/Content/upload/2018247128/201801120832458816304.jpg,/images/suppliers/phase1/cables-electrical/luxing-1.jpg,"PVC house / building wire (IEC 60227 BV/RV/RVV, H07V-U, H05V-U)|0.6/1 kV PVC and XLPE power cable; armoured underground cable|MV power cable 1.8/3 kV to 26/35 kV|Control/instrument cable; ABC; AAC/AAAC/ACSR","ISO 9001 (stated on company-introduce)|ISO 9001/14000, CE, CCC, IEC, BS, EN, VDE (claimed on product pages)",,,,https://www.luxingcable.com/company-introduce,/images/suppliers/phase1/cables-electrical/luxing-1.jpg|/images/suppliers/phase1/cables-electrical/luxing-2.jpg
"People's Cable Group Co., Ltd.",Electrotechnical & Cabling,Cables & Electrical,China,Gongyi,,https://www.rmjtcable.com/,,,"People's Cable Group Co., Ltd. (RMJT) is listed on Made-in-China as Manufacturer/Factory, founded 2007, factory at No. 13 Yongding Road, Gongyi, Zhengzhou, Henan, with a later ZhuLin Town Gongyi plant for AAC/AAAC/ACSR lines. Company occupies >160,000 m2 (building area 100,000 m2) and about 500 staff. Products: PVC building wire, PVC/XLPE power cable to 35 kV, rubber/mining/welding cable, ABC to 10 kV, and bare conductors (AAC, AAAC, ACSR, ACSR/AW, AACSR, ACAR). Official site rmjtcable.com and Made-in-China cite ISO 9001, ISO 14001, OHSAS/ISO 18001, CCC and CE. Export share 51-70%; named markets include Chile, Colombia, Peru, Bolivia, USA, Germany, Spain, UK, Middle East, Africa, Southeast Asia and Mongolia. Typical listed MOQ 500-1,000 meters.",https://www.rmjtcable.com/wp-content/uploads/2023/05/DSC_5549-768x513.jpg,/images/suppliers/phase1/cables-electrical/peoples-cable-1.jpg,"PVC building / house wire|PVC and XLPE power cable up to 35 kV|ABC aerial bundled cable|Bare conductors (AAC, AAAC, ACSR and variants); rubber/mining/welding cable",ISO 9001|ISO 14001|OHSAS / ISO 18001 (MIC); OHSAS 8001 also cited on rmjtcable.com|CCC|CE (company about-us),"500-1,000 meters (typical Made-in-China product listings; some SKUs 500 m, others 1,000 m)",,,https://renmincable.en.made-in-china.com/,/images/suppliers/phase1/cables-electrical/peoples-cable-1.jpg|/images/suppliers/phase1/cables-electrical/peoples-cable-2.jpg
UltraTech Cement Limited,Construction,Construction,India,Mumbai,,https://www.ultratechcement.com/,,,"UltraTech Cement Limited is the cement company of the Aditya Birla Group and a manufacturer of grey cement, white cement, wall-care putty and ready-mix concrete. The company states a consolidated grey-cement capacity of 205.5 MTPA, with 34 integrated manufacturing units, 36 grinding units, one clinkerisation unit and 10 bulk packaging terminals, plus operations in India, the UAE, Bahrain and Sri Lanka. Its Sewagram Cement Works unit in Kutch, Gujarat, is documented as a 5.0 MTPA grey-cement and clinker plant established in 2009.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Ultra_Tech_Cement_plant_at_Jafrabad.jpg/1280px-Ultra_Tech_Cement_plant_at_Jafrabad.jpg,/images/suppliers/phase1/construction/ultratech-cement-jafrabad-1.jpg,Grey cement (OPC and PPC)|White cement and wall-care putty (Birla White)|Ready-mix concrete|Clinker,ISO 9001:2015|ISO 14001:2015|ISO 50001:2011|ISO 27001:2013|NABL ISO/IEC 17025 (quality-control laboratory),,,,https://www.ultratechcement.com/about-us/overview,/images/suppliers/phase1/construction/ultratech-cement-jafrabad-1.jpg|/images/suppliers/phase1/construction/ultratech-cement-jafrabad-2.jpg
"CEMEX, S.A.B. de C.V.",Construction,Construction,Mexico,San Pedro Garza García,,https://www.cemex.com/en,,,"CEMEX is a multinational manufacturer of cement, ready-mix concrete, aggregates, admixtures and mortars, founded in 1906 and headquartered at Av. Ricardo Margáin Zozaya 325, San Pedro Garza García, Nuevo León, Mexico. Its 2025 integrated report lists 52 cement plants and grinding facilities, 225 aggregates sites and 1,136 ready-mix plants worldwide, with about 40,000 employees and US$16.1 billion in 2025 net sales. Mexico operations include 15 cement plants, 252 ready-mix plants and multiple aggregate quarries, including named cement plants at Monterrey, Tepeaca, Campana, Yaqui, Atotonilco and Tamuín.",https://upload.wikimedia.org/wikipedia/commons/7/7e/Rugby_Cemex_cement_works_7.20.jpg,/images/suppliers/phase1/construction/cemex-rugby-works.jpg,Cement|Ready-mix concrete|Construction aggregates|Admixtures and mortars,"ISO 9001 (Castillejo cement plant, Spain)|ISO 14001 (Castillejo cement plant, Spain)|ISO 45001 (Castillejo cement plant, Spain)|ISO 50001 (Castillejo cement plant, Spain)",,,,https://www.cemex.com/en,/images/suppliers/phase1/construction/cemex-rugby-works.jpg
Anhui Conch Cement Company Limited,Construction,Construction,China,Wuhu,,https://www.conch.cn/,,,"Anhui Conch Cement Company Limited is an A+H listed cement manufacturer headquartered at No. 39 Wenhua Road, Wuhu, Anhui, China, and is the core cement subsidiary of Anhui Conch Group. The listed company produces cement, commercial clinker, commercial concrete, aggregates, dry-mix mortar, tile adhesives, putty powder and waterproof coatings. Group disclosures state clinker capacity of 229 million tons, cement capacity of 415 million tons, aggregates capacity of 181 million tons and commercial-concrete capacity of 70.85 million cubic meters as of end-2025, with named 10-million-ton clinker bases at Tongling, Yingde, Chizhou, Fuyang and Wuhu and overseas factories in Belt and Road markets.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Jiangsu_Nanjing_Qixia_-_China_Cement_Factory_(Anhui_CONCH)_-_Zhuizi_Mt_IMG_6565.jpg/1280px-Jiangsu_Nanjing_Qixia_-_China_Cement_Factory_(Anhui_CONCH)_-_Zhuizi_Mt_IMG_6565.jpg,/images/suppliers/phase1/construction/anhui-conch-qixia.jpg,Cement|Commercial clinker|Aggregates|Commercial concrete|Dry-mix mortar,ISO 9001 (quality management system for production monitoring),,,,https://www.chinaconch.com/english/AboutConch/ConchIntroduction/,/images/suppliers/phase1/construction/anhui-conch-qixia.jpg
Heidelberg Materials AG,Construction,Construction,Germany,Heidelberg,,https://www.heidelbergmaterials.com/en,,,"Heidelberg Materials AG is a German building-materials manufacturer headquartered at Berliner Strasse 6, 69120 Heidelberg. It produces cement, aggregates, ready-mixed concrete and asphalt at thousands of sites across about 50 countries. German operations include named cement works at Burglengenfeld, Ennigerloh, Geseke, Hannover, Königs Wusterhausen, Lengfurt, Leimen, Mainz, Paderborn and Schelklingen, with VDZ Cert management-system certificates covering development, production and distribution of cement, lime products, gypsum, sand and gravel.",https://upload.wikimedia.org/wikipedia/commons/1/1c/HeidelbergCement_Hannover-Misburg.jpg,/images/suppliers/phase1/construction/heidelberg-ennigerloh.jpg,"Cement|Aggregates (sand, gravel, crushed stone)|Ready-mixed concrete|Asphalt",DIN EN ISO 50001:2018|DIN EN ISO 9001:2015|DIN EN ISO 14001:2015,,,,https://www.heidelbergmaterials.com/en,/images/suppliers/phase1/construction/heidelberg-ennigerloh.jpg|/images/suppliers/phase1/construction/heidelberg-hannover.jpg
Commercial Metals Company,Construction,Construction,United States,Irving,,https://www.cmc.com/,,,"Commercial Metals Company (NYSE: CMC) is a steel manufacturer headquartered at 6565 N. MacArthur Blvd., Irving, Texas. It operates electric-arc-furnace mini and micro mills that melt recycled scrap into long products and is described by the company as the largest U.S. producer of concrete reinforcing bar. Named mill locations include Birmingham, Alabama; Magnolia, Arkansas; Mesa, Arizona; Jacksonville, Florida; Sayreville, New Jersey; Durant, Oklahoma; Cayce, South Carolina; Knoxville, Tennessee; and Seguin, Texas, supported by a North American rebar fabrication network.",https://www.cmc.com/getmedia/4bfa8be1-1d30-462b-b177-3e497888de9a/repurposed-bonus-fab.jpg,/images/suppliers/phase1/construction/cmc-fab.jpg,"Steel reinforcing bar (straight, coiled and spooled rebar)|Merchant bar and light structural shapes|Wire rod|Fabricated rebar and construction products","ISO 9001:2015 (CMC Steel Alabama, New Jersey, South Carolina, Texas)|ASTM A615 / ASTM A706 rebar grades|Product-specific EPDs certified to ISO 21930 and ISO 14025 (ASTM / SCS PCR)",,,,https://www.cmc.com/en-us/what-we-do/america/mill-products/rebar,/images/suppliers/phase1/construction/cmc-fab.jpg|/images/suppliers/phase1/construction/cmc-rebar.jpg
Vulcan Materials Company,Construction,Construction,United States,Birmingham,,https://www.vulcanmaterials.com/,,,"Vulcan Materials Company (NYSE: VMC) is a construction-aggregates manufacturer headquartered at 1200 Urban Center Drive, Birmingham, Alabama. The 2024 annual report states 423 active aggregates facilities as of 31 December 2024, plus 70 asphalt facilities and 74 concrete facilities. Products are crushed stone, sand and gravel from deposits such as granite, limestone and trap rock, with additional asphalt mix, ready-mixed concrete, railroad ballast and recycled concrete/asphalt at selected sites.",https://images.contentstack.io/v3/assets/bltfd7cf707acd5b8e3/blta9f9d5126bba7cce/68caf82948d330540b41bf0c/HERO_Miami_Quarry-1628_Cropped.png,/images/suppliers/phase1/construction/vulcan-medina.jpg,"Crushed stone, sand and gravel (construction aggregates)|Asphalt mix|Ready-mixed concrete|Railroad ballast and recycled aggregates",,,,,https://www.vulcanmaterials.com/construction-materials,/images/suppliers/phase1/construction/vulcan-medina.jpg|/images/suppliers/phase1/construction/vulcan-miami-quarry.jpg
Zamil Steel Pre-Engineered Buildings Co. Ltd.,Construction,Construction,Saudi Arabia,Dammam,,https://zamilsteel.com/,,,"Zamil Steel Pre-Engineered Buildings Co. Ltd. is a steel-building manufacturer headquartered in Dammam 1st Industrial City, PO Box 877, Dammam 31421, Saudi Arabia. The company operates PEB factories in Dammam (described as the world's largest single PEB plant, 74,000 sq m site, 400,000 sq m/month capacity), Pune and Trichy (India), 6th of October City and Sadat (Egypt), and Ho Chi Minh City (Vietnam). Combined PEB capacity is stated at more than 10 million square meters per year and about 500,000 MT of fabricated steel per year across ten factories; the company says it has supplied over 90,000 buildings to more than 90 countries.",https://zamilsteel.com/peb/en/img/manufacturing.jpg,/images/suppliers/phase1/construction/zamil-steel-factory-aerial.jpg,Pre-engineered steel buildings (PEB)|Insulated and sandwich wall/roof panels|Fabricated structural steel|High-rise and industrial steel structures,"ISO 9001 (design and manufacturing facilities; PEB quality-assurance page cites ISO 9001 procedures)|ISO 9001:2015, ISO 14001:2015 and ISO 45001:2018 (Zamil Structural Steel, Saudi Arabia)|AISC 207 (Zamil Structural Steel, Saudi Arabia)",,,,https://zamilsteel.com/peb/en/manufacturing,/images/suppliers/phase1/construction/zamil-steel-factory-aerial.jpg|/images/suppliers/phase1/construction/zamil-steel-manufacturing.jpg
Magicrete Building Solutions Private Limited,Construction,Construction,India,Surat,,https://www.magicrete.in/,,,"Magicrete Building Solutions Private Limited is an AAC (autoclaved aerated concrete) block and dry-mix manufacturer founded in 2008, with corporate office at 101-102, Ritz Square, Ghod Dod Road, Surat, Gujarat. IndiaMART lists the firm as a manufacturer (GST 24AAFCM5517N1Z8, TrustSEAL verified). Official manufacturing-unit pages name plants at Navsari (Gujarat), Jhajjar (Haryana) and Wada (Maharashtra), plus additional units at Attibele (Karnataka), Shoolagiri (Tamil Nadu) and Khimsar (Rajasthan), with stated installed capacity of 1,300,000 CBM/year. AAC blocks are specified to IS 2185 Part-3.",https://4.imimg.com/data4/BC/PD/MY-2511554/magicrete-building-solutions-private-limited-120x120.png,https://4.imimg.com/data4/BC/PD/MY-2511554/magicrete-building-solutions-private-limited-120x120.png,AAC blocks (Magic Blox)|AAC wall panels|Tile adhesives and grouts|Block-joining mortar / dry-mix plasters|Waterproofing products,"BIS licence IS 6072:2023 (Navsari factory, CM/L 7100045186)|IS 2185 Part-3 (AAC blocks)|ISO 9001 / ISO 14001 / ISO 18001 (as listed on TradeIndia company profile)",,,,https://www.indiamart.com/magicrete-building/,https://4.imimg.com/data4/BC/PD/MY-2511554/magicrete-building-solutions-private-limited-120x120.png
"Hangxiao Steel Structure (Shandong) Co., Ltd.",Construction,Construction,China,Qingdao,,https://www.hxsssd.com/,,,"Hangxiao Steel Structure (Shandong) Co., Ltd. is a wholly owned subsidiary of listed Hangxiao Steel Structure Co., Ltd. (SSE: 600477), with factory address No. 8 Yunxi Road, Jiaozhou Bay Industrial Park, Qingdao, Shandong. Made-in-China lists it as an audited Manufacturer/Factory & Trading Company established 12 December 2001, 535 employees, 10,000 sq m plant area, two production lines and 100,000,000 RMB registered capital. The Shandong mill fabricates prefabricated steel-structure industrial buildings, large-span space frames and multi-storey/high-rise steel frames; the parent group, founded 1985 in Hangzhou, states projects in more than 70 countries.",https://www.hxss.com.cn/upload/at/image/20220316/16474010691202958052.png,/images/suppliers/phase1/construction/hangxiao-steel-1.jpg,Prefabricated steel-structure industrial warehouses and workshops|Large-span space-frame steel structures|Multi-storey and high-rise steel frames|H-beam / steel-structure components,"ISO 9001:2015|ISO 14001|ISO 45001:2018|EN 1090-2 / CPR 1090-1 (parent Hangxiao Steel Structure Co., Ltd.)|AISC system certification (parent Hangxiao Steel Structure Co., Ltd.)",100 tons (company-level MOQ on Made-in-China profile); product listings also show 100 square meters,,,https://www.madeinchina.com/supplier/hxsssd/introduce/,/images/suppliers/phase1/construction/hangxiao-steel-1.jpg|/images/suppliers/phase1/construction/hangxiao-steel-2.jpg
"Chaoda Valves Group Co., Ltd.",Industrial Equipment,Industrial Parts,China,Wenzhou,,http://www.chinavalve.com,,,"Chaoda Valves Group Co., Ltd. was established in 1984 in Oubei, Yongjia County, Wenzhou, Zhejiang, and is listed on Made-in-China as a Manufacturer/Factory with two specialized manufacturing plants plus a wholly owned investment-casting foundry in Qingtian. The group manufactures industrial steel valves to API, ASME, EN, ISO, JIS, DIN, BS, GOST and GB standards, with featured products including metal-seated ball valves, bellow-sealed valves and wafer check valves. Made-in-China lists about 500 employees, more than 10 production lines, factory address on Jiangbei Street in Oubei, and prior-year valve output of 30,000 tons.",https://image.made-in-china.com/206f0j00nauTLkjEqQpF/Chaoda-Valves-Group-Co-Ltd-.jpg,/images/suppliers/phase1/industrial-parts/chaoda-1.jpg,Ball valves|Gate valves|Globe valves|Check valves|Butterfly valves|Metal-seated ball valves,ISO 9001|ISO 14001|OHSAS/OHSMS 18001|API 6D|API 600|API 607|API 6FA|CE/PED,1 piece (Made-in-China product listings),,,https://chaodavalves.en.made-in-china.com/,/images/suppliers/phase1/industrial-parts/chaoda-1.jpg|/images/suppliers/phase1/industrial-parts/chaoda-2.jpg|/images/suppliers/phase1/industrial-parts/chaoda-3.jpg|/images/suppliers/phase1/industrial-parts/chaoda-4.jpg
"Neway Valve (Suzhou) Co., Ltd.",Industrial Equipment,Industrial Parts,China,Suzhou,,https://www.newayvalve.com,,,"Neway Valve (Suzhou) Co., Ltd. is an industrial-valve manufacturer headquartered at No. 666 Taishan Road, Suzhou New District, Jiangsu, and listed on the Shanghai Stock Exchange as 603699. Company materials describe a multi-plant system with foundries, an API 6A plant and the Taishan assembly base, which produces ball, butterfly, gate, globe, check and control valves. The 2025 company profile states the Taishan plant was built in March 2006 and spans about 2.5 million square feet, with machining shops, painting facilities, robots, a 3D components warehouse and testing labs.",https://www.newayvalve.com/upload/jpg/202211/img1.jpg,/images/suppliers/phase1/industrial-parts/neway-1.jpg,Ball valves|Butterfly valves|Gate valves|Globe valves|Check valves|Control valves|API 6A valves|Subsea valves|Nuclear valves|Safety valves|Plug valves,ISO 9001|API 6A|API 6D|CE/PED|ASME UV / NBBI|API 6DSS (subsea),,,,https://www.newayvalve.com/upload/pdf/202507/01%20Company%20Profile-2025.pdf,/images/suppliers/phase1/industrial-parts/neway-1.jpg
"Leo Group Pump (Zhejiang) Co., Ltd.",Industrial Equipment,Industrial Parts,China,Wenling,,https://www.leopump.com/en/,,,"Leo Group Pump (Zhejiang) Co., Ltd. is the Wenling production subsidiary of LEO Group Co., Ltd., a Shenzhen-listed pump maker (002131) founded in 1995. The official manufacturer page states the group runs five production bases covering about 600,000 m², with about 6,000 employees and roughly 6 million pumps produced yearly, and products sold in more than 160 countries and regions. The Zhejiang base at No. 1, 3rd Street, East Industry Center, Wenling, manufactures domestic, commercial, garden and related pumps; industrial-pump capacity is described at additional group bases in Xiangtan, Hunan and Dalian, Liaoning. Alibaba lists the Zhejiang entity as a Custom Manufacturer of water, centrifugal, submersible, solar and multistage pumps.",https://www.leopump.com/en/bocupload/2023/08/09/LEO-PUMP-company.jpg,/images/suppliers/phase1/industrial-parts/leo-pump-1.jpg,Centrifugal pumps|Submersible pumps|Multistage pumps|Jet pumps|Circulation pumps|Solar pumps|Gasoline water pumps,ISO 9001|ISO 14001|OHSAS/OHSMS 18001|ISO 17025,,,,https://www.leopump.com/en/pump-manufacturer.html,/images/suppliers/phase1/industrial-parts/leo-pump-1.jpg|/images/suppliers/phase1/industrial-parts/leo-pump-2.jpg
"Nanfang Pump Industry Co., Ltd.",Industrial Equipment,Industrial Parts,China,Hangzhou,,https://cnppump.com,,,"Nanfang Pump Industry Co., Ltd. (CNP) was founded in 1991 in Hangzhou and listed on the Shenzhen Stock Exchange in 2010 (stock code 300145). The official About page states the company operates 21 subsidiaries, more than 5,000 employees, 3 R&D centers and 8 manufacturing bases, with annual output of about 1.2 million units and exports to over 90 countries. Hangzhou headquarters specializes in stainless-steel stamped and welded centrifugal pumps used in water supply, HVAC, water treatment, fire protection and industrial service; the company describes a Hangzhou smart factory using SAP, robotic laser welding and 100% factory inspection, plus a CNAS-certified laboratory.",https://usimg.bjyyb.net/sites/51500/51534/20200421104726979.jpg,/images/suppliers/phase1/industrial-parts/nanfang-1.jpg,Stainless steel vertical multistage centrifugal pumps|End-suction pumps|Inline pumps|Split-case pumps|Sewage pumps|Deep-well pumps,ISO 9001|ISO 14001|CNAS laboratory accreditation|CE,,,,https://cnppump.com/ABOUT_CNP.html,/images/suppliers/phase1/industrial-parts/nanfang-1.jpg
